EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-2.54799,-1.39178,5.67284,-12.28863,-2.03333
-5.81392,-6.01239,15.98521,-28.83279,-0.37816
-3.87633,-12.33346,15.27622,-24.97161,8.46583
7.35522,-14.09372,6.97677,-12.39628,15.12554
16.58433,-11.25660,2.38253,-6.93133,14.59851
6.47444,-5.19647,-1.65541,-7.18047,3.14474
-0.29675,-0.45293,-1.48284,-10.99196,-5.42745
7.05137,-2.90975,-4.44550,-6.93937,-0.09887
-1.59000,-4.98258,-19.57633,2.63720,-2.19359
-14.42286,-2.74255,-21.44752,0.06677,-9.71296
-10.90290,1.75050,-14.76382,-4.81402,-12.75304
-3.93236,3.96448,-19.62641,-0.49311,-13.46108
3.45280,-0.22945,-22.93073,2.51210,-7.45829
6.21273,-0.67727,-24.20092,3.04984,-6.87873
-3.90302,3.10407,-19.22150,-4.07085,-13.71079
-6.05109,2.42958,-8.19659,-15.25332,-12.12193
19.58876,-4.30181,-5.58525,-16.59897,2.12228
37.67465,-8.88451,-6.24749,-18.74318,11.21767
22.60047,-4.33175,-6.77280,-27.68948,4.76935
14.11920,-5.22085,-6.28212,-35.07931,6.59489
21.01189,-10.53444,-10.37315,-37.86478,15.18131
21.78195,-8.75615,-20.68170,-40.33688,16.45149
22.70905,-12.68305,-25.01397,-46.41962,23.53688
22.77718,-24.06822,-29.80965,-46.97859,34.92303
20.19389,-30.36669,-31.27715,-43.73129,40.58171
17.74416,-28.18682,-23.33311,-43.98768,37.42736
9.43647,-23.56364,-16.38444,-41.68559,31.17046
0.61794,-22.06001,-12.48414,-35.02192,30.14984
-0.82679,-19.13970,-15.92045,-25.78088,24.52806
-0.92698,-13.42106,-14.58672,-20.35018,13.03847
-8.83123,-7.56748,-5.02943,-15.92210,7.61451
-21.72873,0.74158,-2.25592,-2.59522,6.54364
-26.62863,3.62481,2.20709,8.67159,5.39872
-21.67943,-3.82960,5.73625,8.91073,2.04352
-16.76746,-2.80572,12.02256,3.78577,-5.16466
-19.70408,12.51067,27.30820,6.69068,-10.19597
-26.42173,15.99615,23.96217,18.91419,-9.83379
-27.40792,-3.02072,5.67330,18.54279,-11.73452
-25.91547,-8.86935,4.57186,13.39929,-19.27834
-25.10402,10.77284,23.21840,19.18086,-24.22428
-22.20454,23.35279,35.04709,21.90378,-25.79671
-20.82951,24.62889,34.50251,21.46537,-27.45817
-24.68704,25.98570,43.91444,23.81238,-27.13930
-26.12781,28.26313,45.46912,27.21101,-30.08198
-22.52991,30.64564,29.18705,30.39582,-36.63061
-23.51996,31.42692,25.36932,35.01826,-37.07199
-25.46030,34.24215,26.77503,42.64556,-34.96571
-23.98747,34.77961,18.38611,43.79813,-39.47201
-24.34171,32.70843,11.86936,43.19430,-43.14779
-24.65065,32.90153,15.61561,45.67721,-38.09572
-23.98830,30.06670,16.69439,41.88847,-37.88098
-22.60271,29.50882,6.82189,38.79143,-47.40951
-21.44456,31.87177,11.35858,37.73042,-48.18409
-21.94220,30.83778,21.73316,37.94980,-38.93280
-18.99537,35.04024,16.52987,44.19844,-36.18014
-12.48871,41.86081,13.85980,44.38721,-39.58882
-10.48034,38.21783,10.77291,38.97900,-39.24921
-12.90446,31.87822,7.99494,37.80158,-34.88472
-9.51351,35.61907,12.69842,41.48180,-26.30343
-8.18112,38.61278,13.18020,47.88450,-20.56817
-16.84472,36.91448,19.27124,50.62352,-27.61399
-18.20478,36.71458,21.91584,43.59603,-38.30067
