EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-9.59652,11.33773,0.42862,2.30073,1.26934
-24.58677,26.58058,0.94139,4.78555,2.43412
-19.11699,20.39911,0.97593,3.39630,1.91765
2.55054,5.11253,1.10956,1.13983,1.28006
18.94027,-3.93573,2.13948,-0.81895,0.98634
29.40804,-12.00835,2.61795,-2.69353,0.25910
40.60200,-19.70965,2.48058,-3.57021,-0.20723
46.19893,-22.84768,3.05683,-4.53475,-0.37856
40.49561,-18.68353,2.87843,-3.74147,-0.31606
31.84652,-13.05587,2.45808,-2.58284,-0.20465
28.92674,-11.20478,2.65211,-2.62077,-0.23888
30.95078,-10.49641,2.51995,-1.91933,-0.04412
31.04335,-8.61043,2.80933,-1.59026,0.23836
29.14768,-8.02349,2.17706,-0.91963,0.17946
27.14920,-8.18373,1.66475,-0.67913,-0.05418
22.08356,-4.31153,2.38047,-0.95017,0.07705
15.80573,0.46026,2.09019,0.10893,0.23309
14.09494,-1.40263,1.95284,-0.67196,-0.35230
15.91505,-3.69142,1.65094,-0.85431,-0.61844
14.43683,-1.37130,1.86986,-0.52256,-0.35790
10.91919,-1.48108,2.13820,-1.41091,-0.59649
8.73427,-2.65406,0.57364,-0.24958,-0.65832
8.26580,-2.12909,0.88978,-0.50811,-0.55807
11.87928,-1.70875,0.65394,0.43494,-0.41526
13.62311,-0.51365,0.43947,1.39689,0.06388
12.52690,0.39623,1.80068,-0.03264,0.40803
10.81565,0.54728,-0.87749,3.01587,0.72250
4.65576,-5.64899,-2.89358,2.34411,-0.40248
9.00149,-18.21087,-3.56309,-0.79031,-3.04879
21.73379,-22.10321,-3.66768,-0.34855,-4.22776
20.64518,-23.66067,-1.61846,-3.56241,-4.88599
15.52381,-38.76003,-3.25493,-7.74249,-7.78918
15.04229,-52.19554,-3.73438,-12.11724,-10.76768
13.72646,-50.75192,-4.11797,-11.39151,-10.88905
10.95828,-50.42446,-7.11189,-8.11888,-10.98595
7.50814,-55.61090,-6.52065,-11.23336,-12.40021
6.11506,-54.15630,-7.87146,-9.26527,-11.89147
0.08303,-53.20714,-8.36214,-9.13102,-11.33235
-9.17509,-53.91421,-6.43075,-12.95287,-11.23627
-11.39939,-47.01857,-5.60492,-11.70914,-9.42879
-9.16573,-42.30447,-3.20821,-12.59918,-8.71225
-7.03196,-45.60002,-6.89292,-9.09039,-9.34653
-7.30649,-47.88540,-8.48867,-8.05303,-9.81749
-7.03750,-44.09965,-5.90989,-9.78284,-9.37981
-8.88842,-41.41680,-11.35475,-2.41944,-7.74691
-12.10706,-45.05088,-12.74678,-2.46592,-8.12066
-5.59866,-44.33748,-8.51554,-6.58613,-9.53543
-8.51642,-40.22391,-6.96755,-7.35944,-8.67372
-23.87796,-43.11630,-11.08997,-5.29736,-7.03186
-25.52742,-43.06615,-14.25465,-1.60914,-6.17253
-20.89876,-36.54780,-7.53821,-6.80930,-6.03202
-13.64400,-24.44650,-5.86132,-3.51410,-4.05812
-4.85584,-8.35474,-3.16571,0.23763,-1.13968
-11.12220,-8.09637,2.35445,-7.13865,-1.12134
-24.67359,-12.59836,-4.30785,-2.29708,0.68665
-24.65695,7.92123,-2.23108,2.95673,7.11568
-9.11947,37.58928,6.97561,4.78565,12.86577
-2.28025,46.86768,8.09153,7.74300,14.70254
-4.10206,49.53372,9.34433,7.02340,15.71375
-3.24708,58.89994,9.86962,10.01587,18.46322
-22.44063,43.47535,6.25037,6.41161,17.42533
-44.40041,9.04829,-7.23207,7.35386,12.58664
-39.12132,1.58052,-14.77448,14.34011,10.67106
-30.93528,11.76033,-7.87421,10.70265,11.31470
-38.20527,5.51502,-9.54260,12.45628,16.51367
-46.22568,-5.97859,-10.22095,7.88000,14.07214
-42.93188,-5.74002,-4.49513,1.29732,11.97594
-39.66893,-3.44045,-4.39053,2.16387,11.80070
-49.65465,-14.80497,-5.19792,-2.24884,10.13793
-55.69127,-23.35930,-6.55471,-4.29494,9.03871
-54.72791,-21.89779,-1.28715,-9.93929,8.20812
-51.62966,-21.03476,-1.80719,-8.80429,7.81710
-47.30897,-14.57372,-9.67196,3.34335,11.03219
-44.43899,-5.73261,-5.74513,2.39654,12.99731
-42.01204,-12.54467,-8.98930,4.38604,11.42258
-48.68902,-25.11433,-16.28832,7.38499,9.98066
-49.89825,-21.28841,-13.63221,4.60292,9.98733
-37.73987,-9.88363,-8.96381,4.16470,9.72110
-33.46119,-6.78023,-3.44654,-0.96650,8.18508
-30.15397,-8.69895,-8.06980,3.84700,7.70976
-30.11822,-15.83044,-10.51502,4.52565,6.36771
-37.29749,-21.03308,-5.74861,-3.38944,5.34042
-33.55482,-14.69301,-12.74938,6.61504,8.10294
-26.63948,-11.37771,-18.65784,14.93329,9.11569
-25.42194,-10.51117,-15.32083,11.92423,8.95451
-27.85341,-3.53875,-5.67401,2.72609,9.10467
-22.43957,-1.84638,0.24325,-3.38557,5.58310
-6.68652,-2.50347,-3.50848,2.25697,1.89412
