EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
11.34685,-0.42460,20.77207,1.48966,-13.01043
24.66587,-2.68320,41.44225,0.25959,-22.92228
19.00977,-4.67572,26.91344,-4.28345,-9.27374
16.76099,-6.34239,24.45303,-5.25997,-2.89603
22.50027,-7.69111,35.20728,-4.10355,-9.30264
20.16836,-5.40794,28.59796,-3.00643,-12.70589
20.79454,-9.56720,25.72285,-8.20873,-1.84775
22.50403,-12.86052,27.86251,-10.08991,2.19707
20.28724,-7.38857,29.48144,-2.40590,-12.20797
21.37421,-10.08121,29.39524,-5.58405,-6.11499
20.70740,-10.01632,24.63818,-8.00616,-2.93580
20.71657,-7.38497,26.51777,-4.10104,-11.43849
19.00198,-8.97249,25.83249,-4.56604,-6.72792
13.32325,-6.05468,20.89045,-3.12233,-3.67047
18.34199,-10.58667,28.46939,-6.25202,-0.39967
21.81073,-10.00011,34.00971,-4.70523,-7.21625
18.13932,-5.78316,28.56448,-2.67470,-9.68871
17.59311,-13.02496,20.22027,-12.45782,8.21372
16.10023,-14.45285,18.36692,-12.80725,10.68444
15.86343,-13.16555,23.33309,-6.81730,2.11597
13.26678,-9.04184,18.26316,-4.12749,-2.62368
10.93171,-4.14960,9.21266,-5.46372,-3.11022
10.64828,-1.00164,12.15449,-0.56497,-10.65306
4.85456,7.70497,19.61748,15.37970,-26.76819
6.59571,2.72146,19.75275,9.82092,-18.72840
6.62823,-0.32228,20.25348,3.77813,-8.70431
-3.85115,4.47754,25.92153,14.82831,-9.39076
-4.58962,-3.56805,22.63662,8.97956,1.17699
-1.83474,-4.94214,20.38577,0.69010,7.83430
-3.63129,-6.74237,27.20892,-1.44246,14.71728
-6.53725,-9.95189,32.69837,1.65542,16.20581
-6.78359,-5.29504,44.56922,10.76079,6.65536
-2.10062,-7.01320,54.38002,7.89462,6.50629
-2.04636,-6.93559,52.08697,5.10810,8.45033
-3.67813,-10.25916,49.24606,3.53089,11.44288
-7.35269,-7.58977,50.94060,8.51178,9.26330
-9.29331,2.82457,50.57011,16.16656,1.07503
-2.12738,-2.92158,40.53342,3.07566,5.59770
-3.49313,-2.11829,37.29955,3.05975,5.95126
-4.91616,-4.61371,43.30318,7.42001,3.97122
1.92068,-17.46019,41.57788,-7.87768,11.95097
3.13877,-12.41004,44.59702,-4.17592,6.63392
4.61538,-3.07558,57.60893,15.24896,-11.26729
6.62901,10.85383,66.07046,23.84632,-20.51319
13.89996,10.70245,58.32331,12.24747,-17.90848
17.14774,-1.78519,48.86728,9.58748,-18.51899
3.90055,9.58363,55.99599,29.91749,-23.00073
3.38803,10.85914,51.45955,26.02010,-19.70813
11.62973,4.61237,40.11711,17.28723,-20.11949
11.97535,8.80353,44.20852,22.15039,-23.51745
14.52291,7.76202,40.02675,18.63352,-22.88949
13.49120,8.84526,31.53249,20.49946,-23.36824
8.98037,5.09386,31.38118,15.68672,-16.54265
5.03195,6.26030,28.35604,9.94162,-9.73088
4.72387,3.82720,15.38203,13.18417,-11.79114
0.20218,-2.89096,12.74673,16.06232,-10.52908
-16.15812,11.48795,30.40313,26.35749,-4.73487
-21.43951,9.41718,24.87541,27.41551,-1.75390
-22.16573,1.93245,4.50212,30.04229,-3.19120
-22.18913,6.88852,0.78205,26.61602,-0.79695
-11.06482,4.50281,-3.53497,9.84414,1.66402
-18.89490,14.18128,-1.47236,27.01135,-2.83556
-32.74665,8.92433,1.09967,36.53710,0.63365
-27.56336,-3.39600,-4.27473,15.23458,9.24790
-25.74594,5.07797,1.60917,11.51380,10.43880
-35.18771,3.13773,6.49352,30.18825,6.92623
-45.30428,0.22810,1.80372,63.36304,-3.08884
-37.22225,-8.35635,-11.69414,50.88508,-2.90727
-21.46852,-13.91628,-17.64332,13.40355,4.76115
-24.48792,1.16940,-5.34422,32.35695,-0.47210
-29.80575,2.29801,-3.53398,44.45515,-2.67352
-26.21822,-0.82893,-6.07520,16.81831,7.62913
-16.68681,-3.86454,-5.53377,-13.06194,15.21402
-8.83899,-4.14819,-9.56701,-29.75411,17.85144
-17.12398,5.61558,-6.72192,-10.56472,15.27409
-31.61275,-0.91771,-4.05878,20.09616,9.38294
-32.55125,2.12910,-1.43752,20.01645,10.44265
-16.92282,8.21113,-8.34740,-17.32639,17.77518
-15.10153,0.72913,-18.08154,-31.10153,20.72694
-27.68552,10.40412,-2.12725,-4.39907,19.02356
-16.72730,21.72277,5.59078,-11.26376,17.63105
-5.19867,34.22940,-2.99172,-20.03303,15.68944
-14.16259,30.35918,-11.70201,-12.76974,16.41312
-16.02330,3.24045,-29.32002,-29.17299,17.54788
-12.13024,3.38464,-31.46174,-23.47216,12.91381
-14.04057,10.97323,-22.89513,-4.20894,8.93042
-14.12241,5.61251,-26.69867,-10.52614,9.37930
