EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-2.68099,-3.01747,-3.32035,-8.51270,2.93114
-12.49561,0.77585,-6.42691,-15.90994,2.41116
-16.55311,7.23795,-4.08236,-8.54397,-2.20132
5.84365,-6.37908,-0.09296,2.41555,1.94129
18.30628,-13.53550,1.82329,5.73427,5.27143
-7.97697,2.52968,-1.83207,-5.60772,-0.27609
-10.91653,2.22138,-2.83055,-7.94079,-0.38693
10.96970,-13.73917,-0.60179,-1.20474,5.26546
0.68191,-9.13960,-3.04085,-8.26189,4.27971
-15.29434,3.65190,-4.06614,-13.42233,0.20361
-18.03441,4.55615,-3.53953,-13.00280,-1.06313
-21.62514,7.17353,-2.67707,-8.75695,-4.04886
-12.83746,6.27399,-2.66012,-4.82847,-2.12552
6.36308,-11.44566,-6.13453,-13.92582,8.95581
10.07547,-19.20177,-6.48782,-22.50055,13.43706
-4.79424,2.03495,-3.59845,-18.01703,5.76238
-4.48089,15.27092,-1.07718,-7.63565,1.63045
6.76461,2.42004,-1.39368,-8.30668,5.99447
-4.55342,2.28476,-4.65050,-18.07986,6.20517
-9.21364,14.50251,-3.71889,-15.20107,3.39814
11.72358,2.44615,-3.04350,-10.97434,8.96400
12.84906,-9.54858,-7.08141,-20.41746,13.55075
-13.61455,-0.16285,-10.98739,-35.28931,10.81470
-16.50952,0.94053,-10.95363,-37.31058,10.63509
6.26992,-5.59187,-5.91134,-19.93350,10.89084
3.45115,-7.76538,-6.69801,-16.24046,8.79924
-13.69086,-9.17088,-13.24113,-26.39366,8.27515
-11.69954,-6.08498,-13.66183,-22.03326,7.47885
-7.88527,-2.72013,-9.35066,-16.03302,5.75899
-10.21431,-3.89953,-6.70760,-21.43611,6.57900
-10.59209,-2.22431,-7.09105,-27.76202,8.97987
-3.15113,2.66978,-0.74199,-19.50022,6.90895
3.75379,-13.75188,6.06174,-6.97638,2.55903
-1.55537,-39.66031,-0.63461,-8.94045,2.71819
1.11175,-21.05822,-2.14407,-8.14000,3.82394
3.45208,15.84769,4.65228,-1.97509,1.34078
-18.01835,12.55730,1.57842,-7.49811,-1.97467
-35.22215,-5.06941,-6.39245,-13.06432,-3.27125
-26.87356,-0.73989,-9.70219,-4.89248,-3.46761
-16.19511,10.55667,-6.01595,4.65173,-4.74574
-15.24988,6.89219,-0.52603,-1.12041,-3.15734
1.49021,0.07035,4.21800,-2.42266,0.63840
11.18093,-2.19917,7.86399,11.64945,-3.56268
-19.07614,-14.67013,4.12849,10.21158,-10.37949
-21.51436,-18.93767,0.64527,-0.18059,-6.01118
13.95988,3.14086,1.93167,3.33646,1.92004
12.94785,25.58007,3.44602,6.68724,0.69922
-8.94591,9.79914,0.20355,1.23119,-2.22589
-4.14343,-20.22440,-6.82503,-0.38763,0.05281
13.09197,-4.00556,0.05253,5.16320,0.97155
5.20043,14.97767,9.37036,3.63219,-1.54087
-9.45937,-7.08121,1.78633,0.30410,-2.84047
4.31339,-16.47356,-3.94871,5.59178,-1.07722
21.22957,-5.20104,-2.40063,3.66883,3.80254
20.10613,0.22997,-4.74110,-7.50872,9.24035
0.11100,-5.98226,-8.90718,-11.32427,7.06508
-7.07141,-20.26304,-2.41275,-0.31801,-1.61430
17.19146,-15.87051,11.49203,10.35309,-3.89901
8.21028,-8.63189,5.82166,0.04318,0.33930
-23.34368,-20.24085,-6.15272,-10.67764,0.30137
-19.05312,-22.37522,1.23579,-1.39225,-4.69252
-10.77552,-14.16779,8.79487,7.10478,-8.00073
0.03022,-18.24278,6.46782,8.29658,-5.81538
27.00868,-35.15373,3.08410,9.62405,-0.57565
17.87269,-43.76741,0.70762,1.90659,-1.41291
-18.86031,-29.79205,-3.59377,-5.10551,-2.44585
-4.72934,-0.31766,-7.07296,3.67021,-0.77380
41.69029,2.25063,-1.84721,12.99951,1.91414
23.85183,-28.74698,-2.38307,6.81946,-0.33967
-15.03923,-26.32404,-5.39894,0.60767,-2.88600
5.66215,4.41214,3.40483,3.74757,-0.68445
27.07114,2.07705,8.71060,8.13163,-1.02905
9.23107,-2.35065,5.89391,12.76488,-5.49541
-1.08039,2.35919,0.24704,10.01307,-4.15715
16.71901,-11.34468,-2.04581,4.59896,0.18350
30.12844,-3.64225,3.91387,12.05201,-1.34063
19.18774,7.87684,5.28905,11.62501,-1.49381
9.22696,-25.61756,3.80003,2.17946,-0.82923
6.86752,-29.36273,7.20143,9.00252,-6.39784
5.83616,23.86202,11.02210,16.97297,-8.08749
12.63107,28.94590,11.75887,10.26968,-2.98274
15.80526,-7.30434,6.95050,-0.40185,1.62009
11.61442,2.49397,3.54860,-2.70544,4.30899
14.34822,16.68321,0.33017,3.67185,3.64030
27.95073,8.91558,-6.50337,6.96593,2.88530
25.70079,15.15202,-6.38495,2.50915,5.65046
6.53103,12.19619,-1.15889,-3.29479,6.55890
14.98768,10.48360,0.78627,-3.02879,3.34881
20.73055,18.81172,-2.75669,2.28409,-1.54256
-6.72985,5.75819,-3.40458,6.09834,-5.22705
-3.09022,1.46990,3.04032,5.54908,-3.43602
20.51789,17.02828,2.64076,2.45099,-0.02296
2.99277,15.48467,2.29451,-3.07387,1.39929
-12.01905,2.73077,6.02632,-7.73662,2.92762
11.79181,2.93731,-0.95040,1.72036,-0.29411
24.06621,13.11568,-5.27826,10.60421,-4.10429
6.77657,19.07797,1.32683,-2.15544,1.72344
-1.48955,15.71807,4.24519,-2.48434,3.57469
6.41964,6.78697,2.30699,11.53402,-3.99459
11.68128,2.97521,1.24855,-3.43010,-0.89848
8.70163,5.81037,-0.33769,-16.63170,6.97388
3.33282,3.61458,-4.45467,1.37683,1.74123
2.58686,0.36706,-2.32309,12.86972,-4.75613
-3.23170,-0.66732,7.54333,9.25548,-3.38494
-2.11880,-2.03193,10.08663,5.97815,-4.55149
16.95059,1.36935,6.77852,1.79752,-9.31314
9.44227,-0.25400,12.21764,3.96766,-9.24347
-13.46113,-4.59702,20.79779,8.20813,-4.21896
4.26665,3.90856,14.54697,-0.76776,-1.65958
22.22948,9.00688,5.24466,-0.00651,-7.25210
3.35931,-2.27713,13.87268,18.71967,-13.97283
-0.77939,-9.93797,19.97890,11.50461,-11.07370
15.88165,-5.90549,12.05704,-14.37423,-4.41758
6.79259,-2.66747,9.58464,-2.58060,-6.28548
-11.08083,-1.58920,12.72402,30.73352,-14.42416
-4.32819,-1.08483,13.47179,32.87206,-17.20697
4.53459,-3.20625,12.04202,7.47127,-8.85520
-1.28670,-1.45109,9.06577,-8.44573,1.90206
-1.95563,0.33704,5.06311,2.60287,-2.89816
8.99961,-3.61401,-1.06830,14.84840,-15.70199
11.32564,0.21387,-4.26136,6.19864,-10.35651
1.04096,5.33836,1.56381,-4.29980,2.52227
-5.47143,-3.71686,11.60311,3.46045,-2.03953
-4.45392,-7.03543,11.46217,19.70295,-11.56220
