EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-1.36070,-0.27570,-2.00423,3.21252,0.06062
-1.95678,-0.93334,0.23538,3.56014,0.19795
-1.33752,-1.49400,2.31105,0.55317,0.01492
-1.03380,-1.55460,2.08963,-0.87348,0.29012
-0.15331,-2.08996,7.80133,-6.06171,0.60420
-0.13222,-2.04146,6.05188,-5.53568,0.20155
-0.23127,-2.23715,5.05220,-4.90997,-0.23548
-0.54114,-2.11049,2.65590,-3.31733,0.03360
-1.63479,-1.28718,-6.43688,3.71435,0.24946
-1.63617,-2.16548,-2.90776,2.63907,-0.76571
-1.94868,-3.36143,-2.96584,3.04043,-0.69083
-1.58030,-4.61292,-1.87921,-0.25577,-0.21591
-1.09255,-4.50350,1.32459,-3.46347,-0.81552
-1.88048,-3.13608,-5.64344,2.98095,0.39811
-2.14239,-5.30593,-2.57423,-0.74025,1.62975
-1.87847,-7.94062,-0.77174,-4.85658,1.19446
-1.83555,-7.63927,0.14539,-2.94453,-0.77983
-2.04498,-7.64705,5.37456,-4.64295,-2.19699
-1.58479,-8.18747,2.26438,-6.74053,-0.89912
-1.06492,-6.79564,3.28941,-8.57832,-1.19242
-1.01888,-5.57493,-0.45821,-4.79079,-0.95770
-1.64839,-7.52208,-0.73669,-6.08363,-0.18396
-1.51254,-6.56381,4.36474,-11.76173,-0.36324
0.78577,-1.50655,-6.26714,-5.57687,2.23889
-0.40405,-3.75400,-6.83885,-2.04371,1.08301
-2.14629,-9.09319,-4.71227,-4.41072,-0.68278
0.15568,-4.98236,-7.04288,-6.76570,-0.38825
0.68070,-0.83239,-1.96876,-8.53370,-1.13953
-0.77603,-6.79894,-7.10825,-3.41896,1.35291
-2.62466,-10.98759,-5.87783,-0.16535,-0.77053
-1.28582,-5.09946,-4.72129,0.70737,1.28997
-0.50911,-4.14014,-8.78266,0.40506,8.18512
-3.88539,-9.61206,-2.68783,-1.16077,5.78401
-1.02859,-2.59871,-5.05806,2.52012,7.88998
1.74270,8.22178,-1.49281,1.27364,8.05223
1.70872,7.02053,-0.10235,-1.03514,4.41787
3.06258,5.17366,-5.83731,1.31814,7.79276
2.09303,10.35242,1.33208,1.84759,10.30033
4.87243,12.92423,-2.43746,3.16924,10.81745
3.35752,8.03870,0.67262,-3.31096,1.35667
-0.13294,4.92840,5.12061,-8.74290,2.15857
3.38221,7.56635,-5.35301,3.46931,16.59563
2.35320,7.98442,0.81114,13.44158,7.99389
2.60366,7.17830,3.05641,8.93098,-4.83481
2.84972,7.74968,3.10807,1.38053,-10.02243
2.67905,5.38328,1.42714,-3.41912,-11.98523
6.65486,3.45925,-9.85252,-8.26625,-6.74070
5.14508,5.82238,-5.25319,-12.01897,-7.19258
