EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-4.49394,-4.07035,-6.91905,-3.57962,-2.36468
-5.63998,-1.86082,-2.02302,-0.09421,1.28001
9.47327,3.85958,0.57623,-0.00536,3.72257
18.05155,-7.10874,-21.30393,-8.52000,-5.52099
2.41062,-13.70779,-20.87064,-3.20486,-6.26603
-15.15298,-9.30530,-13.31523,-7.14765,-5.32481
-6.87513,-5.32322,-10.05802,-5.79073,-2.83664
16.43969,2.76862,-1.11466,2.28562,3.98633
23.24588,14.49021,13.18296,5.00567,10.62082
14.67506,20.14037,27.74528,12.04218,16.52671
10.08007,14.89594,8.30224,-7.02410,6.06875
16.98428,15.77116,2.66985,-13.46880,3.12567
18.04448,13.10540,2.53166,-9.21931,3.27042
4.74930,-2.41108,-24.73125,-24.43741,-10.19707
8.37222,-3.62383,-14.24467,-7.05010,-2.56051
24.36963,4.60717,9.04127,15.54647,11.44679
16.90177,6.84862,14.46084,16.12629,12.87064
6.54799,7.74333,16.50894,13.62848,12.24581
14.69217,10.00270,14.56647,10.17278,11.30982
14.58733,15.98757,25.84020,13.88551,15.06678
10.79559,17.53598,24.33593,7.61751,11.92146
17.47903,9.93433,9.71151,4.33284,7.78668
4.27201,1.87431,-2.71319,-1.36810,2.22149
-10.08834,5.37451,-4.99894,-15.50525,-6.08137
12.91748,13.16419,9.80736,-6.36670,-0.00606
27.54463,6.51166,-2.82316,-5.27131,-0.79775
10.90016,5.19765,-3.63251,-5.88005,-0.36559
8.37810,16.94166,18.94535,-2.06226,4.15782
27.12137,17.28255,0.78223,-23.26042,-11.94224
26.10581,9.43243,-22.89239,-39.31189,-26.33824
-0.63217,2.74988,-40.11600,-54.40360,-40.20866
1.83553,2.72155,-39.43835,-55.21973,-42.39890
25.90240,8.33838,-11.71548,-32.75954,-25.23369
10.91454,7.41075,-12.09215,-35.29511,-28.12048
-18.15825,3.59984,-23.57171,-44.86182,-37.54970
-26.32214,1.95746,-27.88335,-47.21861,-40.74643
-22.66948,1.99662,-29.99516,-50.99117,-44.77097
-15.84443,0.64378,-31.86461,-54.82008,-49.42115
-18.59887,-1.65321,-38.69253,-59.15428,-54.65014
-26.65979,1.94209,-24.55548,-51.28522,-47.70595
-20.26041,1.14409,-22.48239,-52.90612,-49.69074
0.18261,-5.40659,-34.80299,-53.23321,-50.89167
-0.98902,-3.19713,-18.25209,-32.79465,-31.49389
-26.36539,1.44023,-9.99074,-31.81147,-31.43490
-25.87881,-0.63389,-15.84551,-42.21395,-41.82429
-16.57662,-6.09052,-27.18133,-47.25265,-47.66253
-31.08820,-7.38411,-40.72525,-47.61936,-51.75856
-41.72964,-4.78850,-37.14436,-41.02529,-47.02783
-41.09667,-8.23737,-47.48006,-52.65293,-59.61429
-34.55377,-11.62606,-52.71803,-60.92514,-67.56873
-35.63172,-8.69623,-37.98042,-54.48483,-59.60308
-41.23553,-7.68463,-36.67960,-54.54143,-60.46081
-28.18728,-9.44498,-37.49336,-48.27420,-53.69881
-14.63534,-10.42382,-37.24910,-38.39288,-43.47124
-7.91334,-9.35129,-30.62104,-29.45072,-33.46875
-4.90303,-6.66489,-22.40948,-19.13777,-22.47162
-3.26155,-3.45440,-20.65785,-6.47736,-11.53088
8.27159,-2.28700,-11.23064,3.91095,1.46599
21.55135,-6.86307,-13.84516,-3.56360,-2.76208
33.65933,-8.03692,-11.25347,-1.26998,2.17187
20.66312,-0.09447,1.56342,13.57688,15.11176
-2.54799,5.25139,-1.99231,14.75995,10.26094
17.66326,4.96846,7.32563,23.74542,24.11497
32.02321,5.65703,12.52851,34.08352,36.63948
20.89485,4.69342,1.46675,26.74642,27.59865
38.60451,3.03640,14.01592,30.94163,39.93472
58.43042,5.10727,23.42299,48.89088,60.72907
47.81982,7.89252,19.22830,52.67777,60.18396
28.16136,2.12571,6.64405,23.95032,30.06229
16.32825,2.54225,9.41133,14.30655,19.69771
4.27577,10.23531,19.74400,29.27873,32.23257
6.94996,7.08574,8.71029,25.23532,25.73354
28.46675,0.55953,12.29297,21.88814,30.77341
16.26487,3.36692,20.65744,23.55713,34.42543
