EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
8.20822,-9.88736,-27.33598,-14.56162,12.12880
23.65927,2.06879,-5.99270,-5.04337,18.82688
23.48164,1.10739,-8.61073,-7.85084,18.50288
9.21501,-4.64904,-14.98029,-18.75178,15.69642
9.02182,0.85296,-6.53430,-16.05438,17.11474
20.00086,7.86973,-16.00200,-7.15421,16.75759
22.04369,4.67756,-5.48101,-8.54364,12.54870
17.93275,-1.61502,-11.99396,-11.65981,8.12191
17.49838,-0.45370,-16.83015,-12.17131,8.12683
16.73140,2.15094,-4.33930,-12.07715,10.34720
19.35910,0.18227,-17.27186,-3.31323,13.13887
31.20872,2.05395,-8.86086,4.81059,23.08761
35.95654,2.58141,-13.09763,-5.88253,28.73138
30.37400,-3.24852,-23.50376,-13.08031,21.86395
27.75839,1.79142,-4.54066,2.50092,19.39798
24.66643,11.38015,-14.57014,6.93676,22.37445
16.85894,3.91020,-22.62810,-7.17294,14.72848
8.41820,-6.55544,-23.96001,-7.01039,-1.04322
1.09006,-12.15518,-22.14761,-6.39386,-9.75035
-1.28451,-18.45780,-12.06851,-21.03731,-10.08492
5.80592,-7.91869,-25.88074,-13.29230,-4.95992
16.29424,12.01167,-11.20876,11.42812,5.97994
20.59988,15.45273,3.00308,5.47477,12.04491
22.10392,14.26795,1.02092,-9.38417,12.49194
21.95710,19.17584,20.31952,-1.04122,16.40760
17.08068,13.17634,8.79793,2.99435,18.81163
17.73982,3.55721,6.62972,1.08118,21.09189
19.98446,4.63451,12.00054,7.46097,24.32445
9.95388,-0.53273,-9.80006,-3.99009,17.50166
7.61839,-1.73080,-9.17414,-18.79699,11.17458
5.93370,4.63179,-5.55745,-8.70649,2.08387
-0.91362,2.35857,-5.57580,0.53645,-3.90298
17.77955,8.28414,-0.27191,1.10446,18.60388
36.47272,14.20971,5.03198,1.67248,41.11075
29.62541,11.93649,5.01363,10.91542,35.12390
27.94072,18.29907,8.63032,21.00592,26.03319
25.60523,17.10101,9.25624,6.19902,19.70611
15.57464,11.93377,-12.54436,-5.25204,12.88332
17.81929,13.01106,-7.17355,1.12775,16.11588
18.47843,3.39193,-9.34175,-0.78542,18.39614
13.60200,-2.60756,-20.86334,3.25015,20.80017
13.45518,2.30032,-1.56474,11.59310,24.71583
14.95923,1.11554,-3.54690,-3.26584,25.16286
19.26487,4.55660,10.66494,-9.21919,31.22783
29.75319,24.48696,25.33691,15.50123,42.16769
36.84362,35.02608,11.52469,23.24624,47.29269
34.46905,28.72346,21.60378,8.60279,46.95812
27.14091,23.12371,23.41618,9.21932,38.25098
18.70016,12.65807,22.08427,9.38187,22.47929
10.89268,5.18813,14.02632,-4.72783,14.83332
7.80071,14.77686,3.99684,-0.29199,17.80979
5.18511,19.81680,22.95994,15.28924,15.34382
-0.39743,13.98687,12.55381,8.09146,8.47639
4.35039,14.51432,8.31703,-2.60166,14.12016
16.20001,16.38600,16.72804,5.52216,24.06890
18.82770,14.41734,3.79547,14.28608,26.86057
18.06072,17.02198,16.28633,14.38024,29.08093
17.62636,18.18329,11.45013,13.86874,29.08586
13.51542,11.89071,4.93719,10.75257,24.65907
15.55825,8.69854,15.45818,9.36314,20.45018
26.53728,15.71532,5.99048,18.26331,20.09303
26.34410,21.21732,14.43647,20.96071,21.51134
12.07747,15.46088,8.06691,10.05977,18.70489
11.89984,14.49948,5.44888,7.25230,18.38089
27.35089,26.45564,26.79216,16.77055,25.07897
33.85245,30.04420,18.90073,24.81387,32.98988
29.33484,21.58732,26.43998,26.71491,38.33534
22.87657,19.47817,27.05618,16.63032,31.99004
14.26426,21.25738,10.53739,3.15563,19.01897
6.24748,19.41457,14.96643,8.02451,14.55659
5.57605,17.19615,15.47567,14.32264,11.40009
8.96558,14.29945,31.58958,3.74088,7.02287
12.34317,13.19707,29.19667,4.12255,11.40479
17.46987,13.09103,14.58685,18.75339,15.63307
22.24732,11.77881,28.79183,19.16194,13.73680
32.59907,22.41028,34.48005,22.88399,27.41653
55.68924,47.55845,60.95640,50.52504,59.72896
71.83836,63.41844,71.81973,70.12523,77.03111
67.90588,60.44251,50.67318,70.28499,71.23517
64.86541,59.31247,58.91756,71.65388,65.40864
68.47213,65.98970,60.05238,63.59788,64.05011
58.27153,60.89003,60.34979,42.00083,53.09486
