EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
155.70718,19.70387,-5.92083,0.95495,98.61703
165.47651,30.47672,0.98546,21.53638,111.30068
174.26572,30.10045,1.30265,28.37483,115.65139
177.50864,21.13020,6.79973,16.86881,113.77658
182.23886,19.40662,6.79883,16.90134,116.72574
193.73995,31.77512,21.85680,26.50223,131.19304
193.85798,39.89554,30.29183,19.78632,135.44490
183.77757,29.06800,26.12038,10.25096,126.68465
183.10130,22.08680,28.18630,17.72776,127.85259
186.54585,26.76932,16.31067,18.99769,130.20169
181.53598,18.26701,8.56910,2.06922,118.13338
177.77060,10.50937,11.86522,1.16476,114.02712
183.43371,28.68895,19.62675,20.74652,130.41113
183.62885,41.14790,27.56501,26.48137,132.35475
174.99852,30.32738,20.27664,18.05264,113.02214
170.12561,22.50644,18.93156,12.87788,108.54093
166.46513,21.84441,12.49541,14.22026,117.31748
162.16273,19.25344,1.91745,15.08930,115.83591
159.61943,14.04451,4.50324,1.78486,102.14681
153.40534,7.09921,-6.06810,-11.59546,90.18120
149.64219,9.45258,-1.97748,1.80553,98.28277
156.00430,22.12476,13.89231,28.01311,115.43521
156.38241,22.65817,2.68930,40.84075,114.61378
136.49046,9.09914,-12.87280,33.23118,95.29633
113.07662,2.42256,-22.72841,8.46945,73.88554
103.61242,11.09035,-17.44298,-4.91337,63.73119
100.98624,19.94640,-8.76025,5.85010,64.73971
90.46548,7.66665,-11.71991,8.00709,66.60291
68.32215,-3.52260,-4.22306,2.34705,60.13476
67.05351,12.28052,3.57755,9.31486,55.23139
38.82603,17.39617,2.17065,10.02696,27.74952
-0.68557,4.29651,0.61819,2.27290,-0.53620
58.09709,8.80912,1.92513,2.58177,35.42666
116.29381,13.30833,3.16782,2.83206,70.86507
76.24797,0.19646,1.55678,-4.97540,42.10115
48.36095,5.31989,0.18721,-4.22927,14.92403
47.47237,21.13170,8.02949,2.77653,10.36084
24.55595,9.92477,15.44157,-2.96078,3.20070
