EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-89.90596,-2.44260,-17.58878,-38.51883,-71.43761
-101.39557,-14.37324,-32.15626,-50.97069,-83.30545
-102.53018,-16.33987,-25.89480,-33.85305,-72.58053
-84.83670,-4.05164,-2.52073,-12.01370,-50.58355
-83.01273,1.06833,-1.84707,-16.03994,-57.16596
-93.62288,-5.43460,-20.90955,-34.15115,-77.65490
-90.30976,-9.93098,-28.12999,-46.91595,-76.98931
-82.57536,-8.67492,-23.24155,-49.96764,-69.20904
-52.63523,2.92524,3.49948,-15.21017,-40.59260
9.31472,34.45668,50.95865,61.71061,31.01148
34.18233,57.04603,72.17034,97.61205,72.44732
2.38278,41.08191,58.51991,59.14736,39.37545
-33.65318,7.20277,29.56811,7.97464,-9.70772
-57.95969,-7.09369,-1.11168,-18.87393,-33.20365
-68.32391,3.13426,-8.25876,-22.58921,-35.56904
-59.25901,4.40516,1.97935,-15.17289,-30.06686
-42.48244,-1.80196,6.69651,-5.49229,-19.09599
-41.18192,7.65364,3.16520,-5.20744,-13.51014
-60.11345,8.92393,-2.28084,-21.96540,-29.25760
-58.35575,-4.74655,-0.44614,-28.47516,-33.98880
-32.07244,-4.70463,10.48123,-14.67065,-11.87765
-28.18809,6.89708,16.09694,-6.49811,-4.93010
-36.53693,8.87418,5.75135,-5.71808,-13.53321
-23.07293,8.03865,2.19381,5.59802,-3.21920
-12.50715,9.12279,6.65027,11.56121,7.17128
-25.48943,-3.85270,-10.98620,-11.29145,-7.74319
-28.70702,-8.86088,-22.85289,-21.20747,-14.46311
-13.00372,6.22388,-4.76600,1.36001,-0.49374
-4.42984,8.87916,7.60275,2.29344,5.68692
-5.26408,8.25871,6.58671,-5.30462,9.73334
11.47628,13.81309,6.82034,9.78878,21.38099
14.58304,7.12050,3.63166,9.91395,13.73584
-34.11989,0.23084,-2.66576,-5.76139,-15.43561
-82.82282,-6.65883,-8.96319,-21.43673,-44.60706
-79.71606,-13.35142,-12.15187,-21.31156,-52.25221
-62.97569,-7.79704,-11.91824,-6.21816,-40.60456
-63.80994,-8.41748,-12.93428,-13.81621,-36.55815
-55.23606,-5.76221,-0.56553,-12.88279,-30.37748
-39.53276,9.32255,17.52136,9.68470,-16.40812
-42.75034,4.31437,5.65467,-0.23133,-23.12803
-55.73263,-8.66111,-11.98180,-23.08399,-38.04251
-45.16684,-7.57698,-7.52534,-17.12080,-27.65202
-31.70285,-8.41251,-11.08288,-5.80470,-17.33802
-40.05169,-6.43541,-21.42847,-5.02467,-25.94113
-36.16734,5.16631,-15.81276,3.14788,-18.99357
-9.88403,5.20822,-4.88539,16.95239,3.11757
-8.12633,-8.46226,-3.05069,10.44262,-1.61362
-27.05786,-7.19197,-8.49673,-6.31534,-17.36109
-25.75734,2.26363,-12.02804,-6.03049,-11.77524
-8.98077,-3.94348,-7.31088,3.65012,-0.80437
0.08413,-2.67259,2.92723,11.06644,4.69782
-10.28009,7.55536,-4.21985,7.35116,2.33243
-34.58660,-6.74110,-34.89964,-19.49742,-21.16350
-70.62256,-40.62023,-63.85144,-70.67013,-70.24667
-102.42210,-56.58436,-77.50187,-109.13483,-103.31854
-77.55450,-33.99501,-56.29018,-73.23339,-61.88270
-15.60455,-2.46357,-8.83101,3.68740,9.72137
14.33559,9.13659,17.91002,38.44486,38.33781
22.06998,10.39265,22.79846,35.39317,46.11808
25.38310,5.89627,15.57802,22.62837,46.78367
14.77295,-0.60666,-3.48446,4.51717,26.29474
16.59692,4.51332,-2.81080,0.49092,19.71233
34.29040,16.80154,20.56327,22.33028,41.70931
33.15580,14.83491,26.82473,39.44791,52.43423
21.66618,2.90427,12.25725,26.99605,40.56639
20.10288,7.89779,8.52485,14.88730,31.85434
11.93475,13.25140,15.60169,19.69720,30.02692
7.69685,1.14859,12.00260,16.99330,28.11756
25.20529,0.30585,8.31675,10.22357,28.87588
31.42218,14.50917,18.03098,19.08483,26.36642
22.08580,18.99191,25.10741,22.00575,24.10188
17.34505,5.64258,16.41674,1.24523,23.68468
4.79379,-7.73907,2.70008,-9.17372,14.95763
-4.55307,-4.13837,1.85300,0.23990,11.27934
10.08086,4.40450,10.03170,3.47643,19.48147
25.02466,12.44908,15.37519,9.21945,20.77335
12.30905,12.82016,13.56249,11.33077,5.83145
-2.23653,0.37741,9.83430,-3.71633,-4.02391
9.57220,3.14249,21.16440,-1.57852,8.21510
12.04723,12.52110,27.75650,12.07926,11.80096
-1.85680,7.29077,11.23176,7.79586,-1.95612
2.30631,9.11881,7.85800,1.09710,-1.49626
6.76058,15.77544,17.54146,-2.95976,6.64153
-1.30702,10.44616,13.36114,-4.40831,4.11313
-9.09397,3.59666,9.80386,0.36736,-8.48923
-20.36004,2.53579,12.80842,-0.11004,-23.16608
-13.54739,8.02183,14.79393,0.54194,-15.21093
19.63709,21.19599,18.67749,10.70020,13.84802
34.11535,24.10405,21.68905,14.79078,27.06892
26.33541,8.56889,15.88362,5.56336,22.33226
36.50923,4.99925,2.96018,-3.59901,28.15189
46.38143,16.41264,-2.36407,-7.33575,33.80632
31.22328,16.10289,0.37315,-7.05290,23.78324
26.21881,11.01811,3.53194,-0.88539,22.17261
31.91124,4.64948,6.57135,-1.22159,22.36025
25.98550,-2.15928,7.31950,-5.84618,11.02647
30.80941,3.42699,12.25056,3.64275,17.23690
43.68420,4.93452,15.70804,9.85621,33.41141
39.01257,-3.25951,10.65955,0.90495,31.19154
29.48452,-2.80810,11.18580,-3.05773,25.84850
37.98003,6.27028,21.18563,10.61316,36.20046
49.01045,7.21645,27.79160,23.89026,45.05587
36.70673,0.37614,14.10878,7.21835,31.69755
22.90016,8.95689,-4.63608,-7.12026,16.67335
20.91694,14.05486,-5.33897,3.26850,11.33344
18.09692,-2.28555,-3.55022,-1.14489,5.44680
27.99650,-2.15101,0.97539,-8.62569,13.63588
38.74087,10.27302,14.07320,3.38549,27.38252
27.28223,2.43000,13.46011,10.56350,22.14552
14.93557,-9.94848,-0.02380,1.42608,10.22903
21.51389,-0.49130,-2.20608,-5.81792,12.84450
30.86008,17.35427,4.88851,0.93642,21.43091
19.41679,5.68875,-4.10249,2.78043,9.18251
7.61028,-17.91342,-18.98182,-4.15887,-7.51370
22.90590,-9.04932,-11.73002,-6.56146,2.87227
38.17926,5.64635,-2.17673,-3.31084,21.61637
31.04828,-4.81809,-6.22685,6.46898,25.78773
23.61689,-5.16068,-2.59874,12.17158,21.52002
26.20021,15.46727,7.59370,8.67517,16.48480
21.43998,7.63127,0.82326,2.11576,6.64648
13.70474,-19.59710,-17.80495,-10.08427,-1.93248
18.52655,-6.96879,-16.93645,-21.16197,0.18471
17.04810,19.16497,-3.17209,-17.18542,-1.27744
6.07885,8.76149,-6.89866,-3.09936,-5.22249
12.56872,-12.02308,-14.52146,-1.28305,4.86411
30.32020,-6.95298,-9.51226,-6.76619,18.88975
35.57389,11.62605,-4.95663,3.33093,22.01403
25.16688,5.10438,-12.20661,8.06698,8.14322
17.52050,-14.15560,-20.30379,-3.70848,-6.27078
17.95113,-5.94949,-9.46110,-3.39147,0.09542
11.00511,2.72903,0.03298,-0.98906,-0.09576
11.00539,-11.21129,-9.04092,-11.42255,-15.95466
20.50557,-17.23023,-11.93710,-15.50930,-14.08180
13.45956,-7.11395,-6.17038,-11.73292,-2.47196
6.78779,0.86497,-4.33156,-5.06521,-0.84962
17.00852,-3.69477,-7.98806,4.90366,1.92649
16.79796,-12.67046,-18.15247,8.21539,1.74001
-3.97479,-13.45798,-24.76905,0.09779,-13.50815
-15.95743,-13.77315,-25.31750,-8.45887,-20.66032
1.50899,-16.57920,-21.13218,-4.08584,-5.80441
23.90982,-7.26312,-6.87863,8.20485,4.35843
22.05293,4.62125,2.49573,15.34684,1.84399
6.24185,-6.81571,-5.61795,10.51567,-3.93829
3.18026,-18.75545,-10.01856,3.71596,-7.16048
10.48780,-7.89532,0.44019,8.14158,1.42161
-11.77547,-16.10997,-17.39065,-11.94968,-15.13726
-64.66111,-51.93950,-73.64087,-78.20340,-78.57009
