EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-617.70734,-507.37428,-498.87779,-522.12613,-601.80819
-541.48303,-491.31102,-482.03191,-492.17226,-535.41706
-467.92604,-459.20148,-452.00630,-456.53996,-458.61406
-424.40222,-435.12379,-420.75162,-431.72063,-414.12134
-417.11201,-431.10312,-412.03184,-423.71016,-415.14389
-416.96832,-427.24724,-410.58729,-423.50333,-418.17523
-400.68284,-406.98599,-383.38549,-407.87431,-399.64676
-366.02455,-375.54416,-345.31739,-371.81936,-367.61090
-341.62585,-354.09087,-331.42003,-347.14437,-346.64793
-338.75827,-341.39474,-331.28718,-341.67703,-341.79861
-324.24604,-314.51093,-313.03838,-322.13415,-325.08213
-293.84126,-283.46347,-278.17670,-284.81168,-293.57387
-270.49799,-261.23626,-250.58335,-255.45021,-268.52670
-254.79190,-236.29013,-231.48910,-236.84729,-255.16860
-235.28446,-209.23510,-203.68460,-214.67105,-240.32287
-214.31565,-187.92203,-174.14169,-188.02351,-218.63938
-200.56004,-170.92459,-153.96982,-165.73394,-198.96000
-184.74193,-147.99417,-133.46652,-146.38466,-179.47936
-165.75370,-122.74513,-117.24056,-124.02614,-161.79823
-155.02272,-109.20235,-109.85176,-102.34034,-152.72726
-142.69568,-95.88207,-94.48189,-89.30102,-142.23624
-122.34977,-73.45550,-71.75609,-81.79912,-126.24995
-106.90147,-55.14186,-56.25666,-66.18084,-110.26703
-96.24383,-45.26484,-46.19981,-44.24033,-91.76346
-76.43060,-31.63712,-33.14998,-31.13570,-69.51210
-58.01261,-20.09381,-20.59768,-27.83033,-57.55311
-63.77104,-29.61240,-20.47274,-24.32298,-66.56404
-63.94754,-31.93887,-22.08741,-14.20809,-63.90056
-37.55426,-7.24415,-9.26144,-4.61149,-34.08398
-41.99980,-0.23791,-0.08991,-4.33391,-33.22235
-18.10925,-5.48830,2.50622,1.40024,-9.75654
12.76908,-1.58239,2.35129,4.06433,14.87144
-77.18140,-12.52875,-9.66266,-12.31275,-73.51635
-167.33025,-23.49739,-21.70619,-28.72379,-162.08288
-136.76405,-19.75251,-22.02841,-26.23478,-137.74693
-114.04369,-26.41252,-20.83194,-21.93510,-115.44515
-119.81162,-20.69791,-12.95328,-22.98761,-115.87306
-96.14552,0.59423,-3.50181,-16.84745,-88.77933
-99.69032,-5.92499,-9.27496,-10.99215,-89.47796
-110.82707,-22.61461,-16.24658,-14.74614,-103.89819
-99.42496,-20.60307,-13.12152,-21.08423,-99.01071
-86.45500,-16.05572,-9.05910,-17.17638,-83.63826
-84.30008,-17.68641,-10.38512,-6.88045,-73.70105
-79.14766,-13.51728,-8.87033,-5.56518,-68.10908
-69.68201,-6.02054,-0.90613,-13.16120,-63.10200
-68.49144,-7.93308,-0.59891,-15.52844,-63.84458
-70.16486,-11.49689,-10.12136,-11.13792,-67.29816
-65.09185,-5.61392,-13.03505,-8.35109,-63.68211
-61.33133,0.81497,-8.84867,-5.69114,-56.36497
-60.29825,0.30065,-5.98961,-1.10802,-49.52846
-58.83664,-6.23388,-3.94789,-2.57219,-47.62225
-58.83964,-7.04318,-3.66074,-8.52403,-52.55812
-57.32766,-1.92222,-4.15776,-9.95357,-53.55308
-53.06966,-7.00596,-3.53373,-8.15919,-47.86106
-46.79241,-10.98273,-3.24373,-6.16759,-40.86421
-44.13306,-0.60312,-1.30591,-3.30375,-36.12897
-42.63897,11.34033,-1.95147,1.35063,-32.56852
-32.62415,12.21155,-8.37873,5.25046,-26.19271
-23.67524,5.81322,-7.64702,3.15644,-20.31986
-20.33223,7.41007,1.12803,-0.04768,-14.92921
-22.74598,8.14349,-0.52639,-3.01618,-20.50806
-25.76752,-2.83749,-6.61347,-10.13726,-32.00924
2.80978,-0.92032,2.78026,-7.65243,-2.74063
62.79078,10.93830,12.83214,7.57517,60.22374
125.45550,6.72357,9.67926,17.10169,112.79071
199.23029,4.10999,13.89545,20.17052,172.38523
287.63923,20.52653,27.95127,32.03962,254.83186
341.64973,30.91779,29.17445,48.70892,308.03060
325.38460,20.34874,23.73256,47.92391,291.86776
278.95988,12.78030,32.11937,31.22790,248.48704
241.14820,16.51106,40.00444,23.11912,217.76681
191.81826,4.74413,27.09108,26.24302,176.98672
131.14131,-16.96862,13.72917,24.33009,124.53848
87.19127,-16.47442,19.51757,15.67690,88.72309
57.84048,-7.60251,23.90177,8.72953,63.52771
32.78849,-18.97986,11.43809,6.63469,36.54024
10.71145,-32.48349,-1.17652,7.70575,15.05193
-15.97538,-22.63706,-1.13555,5.27021,-5.10373
-45.95209,-15.01275,0.43475,-3.14001,-31.71417
-60.71222,-25.76411,-1.19433,-9.50717,-48.08329
-62.04845,-27.14495,1.24748,-13.36675,-51.67263
-65.73913,-24.71545,-0.40940,-17.07190,-58.96211
-66.05170,-31.09834,-8.92688,-11.87034,-57.91445
-69.05185,-28.61956,-6.99261,-6.86515,-52.48261
-80.69063,-23.84537,-0.32163,-14.90966,-64.13978
-83.11282,-26.81909,-7.99744,-19.63338,-74.52517
-76.82620,-25.98870,-15.20630,-14.85294,-68.56102
-68.03654,-22.09259,-10.41656,-10.54157,-55.71644
