EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-40.44272,0.07937,-42.43978,-57.21413,-345.23299
-40.51893,-7.76811,-46.39575,-69.03200,-352.46449
-71.14865,-10.71271,-42.53438,-75.33759,-359.13197
-79.28402,-7.97257,-40.42769,-72.06244,-359.42588
-46.12148,-10.08994,-42.22688,-68.16809,-339.85016
-12.86598,-13.11744,-36.50073,-61.82197,-304.97927
-10.08106,-12.36907,-31.62689,-60.65469,-289.63445
1.61762,-0.62722,-29.38020,-59.82179,-274.09575
37.31261,5.13263,-27.47330,-51.93364,-241.16751
37.34486,-8.11163,-33.84601,-55.03629,-226.03946
2.49912,-15.19677,-42.92169,-70.00806,-226.35033
13.02924,-8.20131,-31.91527,-62.98994,-199.18557
50.41596,-2.19911,-14.28188,-37.10222,-155.90034
38.01846,-3.60522,-22.34429,-30.71961,-139.89247
10.29489,-4.77857,-30.26031,-35.09112,-132.63350
2.16692,-8.49583,-25.16559,-34.96853,-119.49056
-11.29304,-21.27717,-30.61474,-37.40804,-116.35902
-18.24032,-27.46787,-34.76409,-34.42089,-107.52397
-14.98022,-33.18495,-38.38966,-36.41489,-93.62912
-20.35936,-42.06305,-48.66186,-42.23755,-87.18453
-29.83220,-31.85312,-46.55044,-29.54606,-78.38425
-30.36105,-16.04461,-33.64183,-16.05359,-63.25273
-16.53996,-13.27676,-23.65856,-15.49934,-43.57714
-15.55735,-15.45614,-24.76940,-19.01617,-37.23950
-34.67176,-12.20631,-27.55288,-23.58075,-47.68817
-34.86312,-9.28272,-24.77943,-26.37744,-44.45495
-28.56198,-19.88140,-28.91116,-29.02181,-35.57576
-37.74426,-18.38218,-22.77266,-23.05655,-36.45750
-34.49945,-0.93405,-8.48270,-15.29069,-31.28599
-31.52694,-11.03383,-19.84824,-29.73259,-32.55459
-20.47320,-18.34843,-18.37508,-25.11341,-20.51916
-1.40637,-4.37822,-1.22521,-3.06268,-1.01146
-28.08083,-15.19381,-20.78166,-22.55707,-26.43776
-54.88628,-25.98886,-40.33852,-42.10356,-51.98593
-35.94463,-11.98640,-23.18488,-20.11173,-32.67058
-24.79539,-19.19409,-21.67117,-15.54261,-21.27922
-22.19873,-29.23681,-33.03854,-30.13262,-22.88613
-18.11349,-11.45527,-18.59226,-22.36859,-19.73052
-26.11649,-9.50671,-12.24053,-16.39253,-23.32970
-18.92281,-19.68538,-16.18449,-19.08644,-16.98778
-17.65780,-16.18556,-13.14067,-21.88519,-17.23868
-34.62139,-12.17279,-15.55395,-26.38920,-32.30317
-31.44909,-13.55625,-16.28156,-29.85822,-30.78026
-14.44262,-9.73838,-5.77640,-29.15654,-17.46025
-9.49651,7.68038,7.96500,-15.27019,-12.08305
-13.19259,19.59139,10.95579,-2.16459,-13.58711
-14.15406,12.10455,1.38593,-7.73586,-15.56622
-6.61189,7.75398,-1.55294,-9.49916,-9.94442
-8.88257,3.02804,-4.96145,-6.24007,-9.97840
-18.06730,-8.38470,-9.72358,-8.45234,-15.13245
-19.15025,-10.06803,-3.56984,-7.79539,-14.31191
-34.09061,-7.82350,-9.65430,-11.00032,-27.77221
-36.32107,-6.44876,-16.23938,-3.73501,-28.61888
3.41873,0.42843,1.81234,22.18987,9.37407
21.15978,9.46254,13.88846,29.78613,24.18589
-1.03311,5.72392,6.61360,15.99541,3.58659
4.47738,-5.93962,1.06410,13.30891,9.13792
42.11994,0.51622,3.30792,21.24820,37.85556
57.64844,13.38715,6.13805,22.35469,46.55485
65.62744,15.57038,11.77131,23.96266,53.20372
101.58673,13.33966,17.90925,30.50217,83.24807
131.61123,10.55753,15.71799,33.98427,106.86205
125.60256,13.89019,18.13729,37.43623,102.97740
102.30231,12.78271,23.00832,31.88806,85.16732
100.04482,4.41171,18.75954,19.82801,81.11229
111.78563,1.89165,13.60839,23.69314,89.79422
88.09124,3.05605,7.89903,28.06617,70.88683
46.68245,5.55417,5.65968,17.59128,34.39516
24.84903,-5.64175,-1.40170,8.89370,15.97336
6.84201,-22.84569,-17.35641,5.75079,3.14784
-9.90892,-17.72622,-16.61097,-1.03935,-12.24735
-17.86749,-11.82205,-9.34945,-9.63970,-21.39118
-35.65623,-24.35565,-17.10325,-11.75324,-35.12521
-69.15839,-38.25658,-29.09242,-17.04989,-60.96079
-84.33153,-37.28884,-30.36326,-22.91826,-69.85875
-67.07409,-26.53426,-17.94396,-10.98110,-46.51277
-63.82007,-23.14359,-13.86747,-2.86734,-37.14064
-89.29030,-23.26013,-22.06698,-10.42833,-58.17681
-104.13727,-25.17209,-17.47948,-14.63109,-68.80554
-102.35465,-24.47875,-3.63602,-10.00737,-58.79737
-97.95034,-11.31364,3.07807,2.41079,-45.18079
-99.74937,-11.19283,1.76892,5.81402,-43.09689
-113.58073,-26.28171,1.90353,-0.78526,-53.25300
-125.63244,-30.30950,1.65524,2.53074,-62.42808
-128.45689,-29.56706,-9.60473,1.22008,-66.27465
-126.14570,-27.59215,-13.06397,-7.05067,-58.56350
-123.18611,-19.58629,-3.52780,3.83948,-47.34655
-125.80164,-19.16618,-5.50812,13.15259,-53.20667
-133.25271,-30.46134,-15.69177,-12.21814,-72.90007
-135.21029,-28.27799,-12.50161,-30.07443,-78.05036
-122.11467,-6.99458,3.63130,-4.83592,-57.14856
-108.51012,-4.52487,7.03455,9.17756,-49.25946
-106.79963,-21.43348,-2.53380,-8.87054,-58.31831
-109.19874,-24.25084,-4.55017,-16.95512,-51.61897
-110.36598,-13.34092,-6.06822,-14.09265,-49.32012
-103.34666,-3.48603,-9.84162,-12.99005,-57.75341
-95.68043,-5.39013,-14.40474,-8.22266,-46.22265
-95.39050,-9.65905,-20.02077,-4.14504,-21.13934
-94.97354,-8.77394,-18.62389,-12.08925,-20.80199
-95.14953,-15.11638,-18.48671,-27.78324,-40.05386
-84.30726,-12.05579,-12.90286,-21.28056,-25.94358
-61.65831,-1.74298,-1.79989,2.11864,4.53316
-41.44040,-4.99410,-6.61713,2.98791,8.62120
-6.55222,-2.23115,-7.24662,-9.32639,21.42241
38.56421,3.73489,2.88791,-9.61677,50.73961
66.69063,0.25141,3.70584,-0.93219,74.76681
81.06379,6.03067,7.52966,10.27970,96.45209
93.69767,21.59737,17.55205,17.25898,91.21538
105.92855,27.56718,22.36499,16.63927,71.17184
96.69665,21.00554,24.82040,11.89447,78.21707
60.79250,12.12403,19.92710,6.57493,79.11178
31.48989,-1.38373,-2.28551,-1.73615,41.70549
14.98065,-7.96287,-14.41953,-6.65441,12.23895
-7.55665,5.71912,2.64439,-2.37434,17.97163
-31.45784,7.12793,7.60732,-5.91869,20.89907
-48.27237,-8.62581,-2.99636,-11.92386,15.18750
-71.43314,-11.74008,-3.28437,-11.33410,14.00638
-96.38645,-5.83071,-8.86768,-18.19280,4.25365
-101.16196,-2.00621,-9.92782,-23.00430,-5.24818
-103.67098,-4.47228,-2.24880,-16.95638,-11.72575
-126.47875,-12.93994,-11.81585,-10.96804,-17.17471
-157.36219,-22.99904,-28.80251,-20.01428,-17.37784
-167.52380,-26.51735,-31.81760,-39.58749,-21.60023
-140.90850,-15.61475,-16.81038,-33.62231,-13.26034
-127.24240,-10.40957,-8.26525,-13.14204,7.54290
-146.86454,-14.51606,-17.10006,-14.15019,13.29368
-137.51863,-11.11583,-15.92404,-17.55257,6.43228
-118.59766,-14.95057,-16.60721,-17.07125,3.67035
-137.92091,-24.50768,-29.56926,-22.86722,18.93578
-149.67295,-23.19794,-27.39805,-15.31744,34.32420
