EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-151.08868,-1.55003,28.06547,11.87384,42.59714
-149.22692,-13.05778,12.91625,-4.04342,22.32496
-142.04093,-18.37238,7.59049,-6.95924,-7.48266
-138.21845,-17.88810,-1.61149,-12.07919,0.19859
-142.82996,-12.53195,1.74094,-7.96278,15.14831
-145.08655,-8.31284,14.06810,0.23870,13.94816
-133.33306,-14.01252,13.63164,2.28434,10.81006
-135.61475,-19.23971,6.69151,2.01375,1.02375
-156.57165,-14.04838,7.43711,0.87189,-5.61130
-136.07561,-4.58606,17.67349,12.56318,13.94603
-101.00073,-9.75382,18.81209,20.38445,25.00812
-99.26043,-17.75743,15.44164,13.71906,22.45754
-104.42906,-8.79692,19.25153,9.82731,33.60198
-115.84842,-2.51989,18.72510,6.77717,36.84455
-113.33091,-2.24740,20.26832,9.16279,33.90318
-84.44890,1.90678,25.58078,13.02114,36.60590
-72.33141,2.77388,25.80896,10.38031,31.86565
-74.23317,-1.94742,19.30234,9.18307,28.44872
-68.03049,-9.79162,9.73427,7.54186,32.52528
-67.88508,-12.56852,8.89129,7.07266,25.68340
-69.37237,-6.91533,10.73916,7.49933,11.49737
-37.81211,3.28081,16.54752,13.40787,26.27769
-7.97617,4.68252,25.09078,18.49235,51.76336
-24.64279,-9.50940,16.77375,7.71448,41.39483
-29.19867,-11.69086,5.60707,5.68459,22.11395
-4.04972,0.72520,3.61650,12.60725,20.08553
0.89156,4.93333,7.65763,9.99507,24.59515
0.66569,2.83360,11.39754,7.06911,28.61798
15.47437,-6.08252,1.16456,2.55925,19.10295
-8.31253,-10.98930,-1.87042,-0.19269,5.63834
12.66015,0.28533,4.27225,2.78579,6.75730
32.90917,4.35464,2.08299,2.16640,5.59205
-116.59078,-4.89063,5.93623,-1.78324,-8.34863
-266.09072,-14.13590,9.78947,-5.73289,-22.28932
-245.84170,-10.06660,7.60020,-6.35227,-23.45457
-224.86902,1.20804,13.74287,-3.37380,-22.33561
-248.65593,-3.69874,10.70789,-6.12574,-35.80022
-233.84724,-12.61486,0.47492,-10.63559,-45.31524
-234.07311,-14.71459,4.21482,-13.56156,-41.29241
-229.13184,-10.50646,8.25596,-16.17374,-36.78279
-203.98288,1.90960,6.26538,-9.25108,-38.81122
-208.53876,-0.27186,-4.90130,-11.28096,-58.09210
-225.20539,-14.46378,-13.21833,-22.05884,-68.46063
-195.36945,-13.06207,-4.67506,-16.97436,-42.97496
-163.80918,-2.86593,1.13329,-11.06582,-28.19463
-165.29647,2.78726,2.98116,-10.63915,-42.38066
-165.15107,0.01036,2.13818,-11.10835,-49.22254
-158.94838,-7.83385,-7.42989,-12.74956,-45.14598
-160.85015,-12.55514,-13.93651,-13.94680,-48.56291
-148.73265,-11.68804,-13.70833,-16.58762,-53.30317
-119.85065,-7.53386,-8.39586,-12.72928,-50.60045
-117.33314,-7.26137,-6.85265,-10.34366,-53.54181
-128.75249,-0.98434,-7.37908,-13.39380,-50.29925
-133.92112,7.97617,-3.56918,-17.28554,-39.15480
-132.18082,-0.02744,-6.93964,-23.95093,-41.70538
-97.10594,-5.19520,-5.80104,-16.12967,-30.64329
-76.60991,4.26712,4.43534,-4.43838,-11.08597
-97.56680,9.45845,5.18095,-5.58024,-17.72102
-99.84850,4.23126,-1.75918,-5.85083,-27.50733
-88.09501,-1.46842,-2.19565,-3.80519,-30.64543
-90.35159,2.75068,10.13151,4.39629,-31.84557
-94.96311,8.10684,13.48394,8.51270,-16.89586
-91.14062,8.59112,4.28197,3.39275,-9.21461
-83.95463,3.27651,-1.04380,0.47693,-39.02223
-82.09287,-8.23124,-16.19301,-15.44033,-59.29441
-59.14360,-3.45502,-20.40259,-19.67790,-26.05029
-20.22806,8.33209,0.14565,1.67197,-2.61730
2.48935,1.44797,4.41267,3.32830,-13.11656
37.44941,2.00294,-2.89316,-4.42706,14.43047
81.09596,22.12002,3.76382,5.00833,65.77050
117.49813,30.63797,16.82036,16.46743,96.69669
180.78700,19.38696,20.87427,20.55557,127.58715
247.43154,14.70516,17.87842,27.05966,152.72665
266.31741,19.83933,25.62422,37.92342,170.12492
