EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-2.20111,-18.28753,8.47607,-28.04871,-4.11657
-5.94928,-19.20702,4.66631,-32.64001,-9.41374
9.51772,-8.51365,-0.27774,-23.29644,2.68440
16.63004,-0.42969,0.05672,-16.93735,7.15081
2.38139,-10.65521,-16.66602,-31.13964,-8.66025
-10.27139,-24.84548,-48.30193,-44.16259,-18.66782
-9.40529,-23.83020,-40.60659,-37.86644,-12.76445
-4.32864,-10.46623,-34.68980,-29.08207,-6.92448
4.29141,-2.66101,-27.20730,-22.84313,3.43016
12.96484,-3.43267,-5.09503,-17.67831,14.91436
17.23838,-0.44262,0.58732,-20.48582,19.69737
20.11566,1.26709,9.23842,-24.22852,25.92970
16.54325,-3.08547,0.95725,-21.26226,25.76087
11.39861,-1.24900,-7.97456,-13.72378,22.65769
11.64634,1.57800,-8.61155,-11.21900,27.31106
14.36552,-5.66152,-28.62986,-14.14652,30.71229
20.02028,-7.95606,-22.82251,-10.76752,31.60238
20.72120,0.66782,-11.58646,-7.72844,29.37782
13.74945,-0.93835,-13.27475,-14.07535,23.00999
7.82981,-13.62442,-11.85999,-20.89496,15.76849
6.80392,-16.11665,-20.68448,-20.78921,11.21711
7.25234,-7.93733,-9.30862,-18.28588,12.22678
1.46975,-2.15475,-0.99509,-20.34465,8.98557
-1.50513,-0.89939,-2.42925,-20.34726,5.23573
6.93904,0.00052,9.17782,-15.10968,12.13456
12.66951,-0.08442,6.37500,-15.40582,18.06271
5.34781,-3.66722,6.14909,-18.09006,10.55679
-7.82014,-9.53947,-4.42588,-14.80785,-2.56856
-8.08007,-12.45382,-12.20137,-7.88867,0.77773
2.22498,-8.65693,5.53857,-6.39912,9.91544
-0.02399,-0.29095,3.32486,-4.04954,3.04781
-3.30190,2.28002,-3.43200,0.33683,-2.02928
7.19566,-5.98627,-4.38764,-10.14746,1.12961
17.69321,-14.25256,-5.34328,-20.63175,4.28849
14.41531,-11.68160,-12.10014,-16.24537,-0.78859
12.16634,-3.31562,-14.31385,-13.89580,-7.65623
22.47139,0.48127,3.42609,-12.40625,1.48149
22.21146,-2.43308,-4.34939,-5.48707,4.82777
9.04351,-8.30533,-14.92437,-2.20486,-8.29757
1.72181,-11.88812,-15.15028,-4.88910,-15.80349
7.45228,-11.97307,-17.95310,-5.18524,-9.87535
15.89645,-11.07316,-6.34603,0.05234,-2.97651
12.92157,-9.81780,-7.78019,0.04973,-6.72636
7.13898,-4.03521,0.53334,-2.00904,-9.96756
7.58740,4.14410,11.90920,0.49429,-8.95789
6.56151,1.65187,3.08472,0.60004,-13.50928
0.64187,-11.03419,4.49947,-6.21957,-20.75078
-6.32989,-12.64036,2.81118,-12.56648,-27.11860
-5.62896,-4.01649,14.04724,-9.52740,-29.34316
0.02580,-6.31103,19.85459,-6.14839,-28.45308
2.74498,-13.55055,-0.16373,-9.07592,-25.05185
2.99270,-10.72354,-0.80072,-6.57114,-20.39848
-2.15194,-8.88708,-9.73253,0.96734,-23.50165
-5.72434,-13.23964,-18.01370,3.93360,-23.67048
-2.84706,-11.52993,-9.36260,0.19090,-17.43815
1.42648,-8.53988,-3.68024,-2.61661,-12.65514
10.09991,-9.31154,18.43202,2.54821,-1.17095
18.71996,-1.50632,25.91452,8.78715,9.18369
23.79661,11.85765,31.83132,17.57152,15.02367
24.66271,12.87293,39.52665,23.86767,20.92703
12.00993,-1.31734,7.89075,10.84472,10.91947
-2.23872,-11.54286,-8.83200,-3.35757,-4.89159
4.87360,-3.45890,-8.49754,3.00152,-0.42518
20.34060,7.23447,-13.44159,12.34509,11.67296
16.59243,6.31498,-17.25135,7.75379,6.37579
13.42565,4.92670,-26.33013,-0.60419,-1.64374
37.45243,10.14218,-11.54704,1.89063,11.58187
51.30526,10.35549,-5.35253,13.53032,17.75763
33.22619,2.13868,-8.47263,16.40238,-0.66693
25.94104,1.89314,12.48796,6.79920,-7.43687
30.89292,6.36589,18.16226,6.61737,-1.47209
10.96401,-1.15072,18.27197,13.22889,-16.39803
-7.80836,-11.01568,10.57300,4.27715,-36.04489
7.92936,-15.29412,-1.01950,-4.39915,-25.34472
22.75410,-18.56122,2.29378,-2.36858,-8.80894
24.63864,-12.53842,-12.00199,-5.95723,-9.29703
44.12418,-0.56271,-12.24916,-4.01004,3.26876
56.32777,-3.34826,-11.73334,0.44288,19.84481
42.56385,-10.20914,-29.11360,-11.49687,14.54388
38.56881,0.53618,-16.19181,-17.86479,9.17179
41.87364,11.23903,-6.33313,-8.55646,9.80015
33.95783,12.42206,-1.24419,-4.72209,7.60581
28.32264,21.40295,8.52090,-7.02462,4.19007
31.05244,31.78987,8.85577,-0.97160,1.86971
32.04221,29.11142,14.95683,6.43360,3.85192
24.00566,17.18381,-0.47026,-3.19840,1.02061
12.70510,6.99190,-13.92844,-20.48027,-5.44499
7.44008,4.85686,-16.99001,-24.69454,-4.99500
10.82872,7.85908,-27.83793,-15.47657,2.42891
14.57315,6.83922,-17.15567,-8.00855,13.98912
9.84064,0.23637,-20.87055,-10.02943,18.10361
6.31171,0.20740,-23.27321,-7.15592,11.83499
3.39207,5.12956,-5.42517,-0.33971,1.37046
-9.30951,5.40781,-11.15935,-5.82006,-10.51720
-17.82929,3.58600,-12.07962,-13.09799,-15.33381
-13.08324,2.59086,-10.08581,-9.64625,-13.24986
-7.28848,2.65074,-3.66564,-5.98788,-9.19297
-7.97643,3.77046,10.38460,-11.47900,-5.08471
-6.00943,6.83564,2.95294,-10.55521,-0.53639
2.05135,9.02162,4.34306,1.96859,7.72282
-0.15132,5.01534,-1.89299,-0.28105,13.38382
-5.39878,2.90139,-9.94003,-8.14786,19.00822
0.80213,10.43803,5.37825,2.00387,24.43252
0.16717,14.08328,3.03469,5.61064,17.57563
-10.33794,7.44389,1.69395,-9.57256,9.31576
-17.57284,2.53143,-1.70268,-18.91410,4.88042
-24.00769,3.55431,-8.00435,-16.02462,-0.61334
-29.37489,5.90976,2.86003,-14.21402,-1.63697
-27.12848,6.57396,-3.22287,-11.16209,-1.17353
-18.99576,4.97446,-1.26424,-6.35093,0.57756
-18.18538,3.51327,-0.18913,-14.21432,1.39490
-20.87574,2.65346,-13.24649,-18.49345,2.48302
-10.93984,0.35497,-4.73353,-0.14399,12.76526
1.17714,4.20997,-8.81658,15.04927,22.03171
1.88288,16.03653,-11.34889,9.02139,24.81391
-3.64975,18.62074,-1.45816,-0.44247,25.40565
-5.60646,13.24320,1.46410,4.52394,25.39666
-2.44175,19.49731,16.63671,18.10106,29.44812
2.00839,29.28873,15.59299,23.22481,35.02999
5.13574,24.52240,12.25676,15.62732,33.64582
-4.91806,14.23342,17.16952,6.64242,18.23451
-20.81269,11.47867,8.45767,3.17774,5.58401
-23.50811,11.09184,4.61466,-3.65927,9.12449
-35.21874,2.90137,-20.08739,-15.21441,-3.06409
-58.99182,-4.86283,-37.79467,-14.23348,-27.63681
-49.99233,4.02792,-21.70092,4.27479,-15.34575
-20.45743,16.57748,-12.67878,21.40466,15.11956
-26.71904,13.98945,-1.03191,22.12027,7.47224
-53.18454,6.12759,-1.70444,11.14283,-20.58623
-53.64596,5.61924,-0.81165,7.05975,-18.73028
-45.32505,7.39567,13.70822,13.95256,-3.88599
-50.28621,5.42944,9.04281,19.31029,-7.40885
-49.16085,3.62871,20.49815,20.14458,-5.27351
-39.41391,4.87653,31.31498,15.86145,10.86927
-35.30935,7.88884,27.51742,14.44442,17.61652
-38.38783,10.64715,28.24552,16.50659,10.00601
-45.02242,10.86648,12.12541,5.91734,-2.16149
-48.20129,9.88226,9.55990,-6.77821,-6.37085
-49.05827,11.52344,6.24942,-4.22265,-6.60639
-51.62548,12.49250,-9.14583,2.84404,-10.78426
-51.55014,7.01752,-7.65597,1.58386,-11.09219
-47.48716,2.63500,-11.09642,-0.68730,-5.16262
-40.56715,5.63005,0.11257,1.94447,1.49521
-36.94015,4.85399,10.53395,2.92373,2.68659
-37.54089,-1.27494,7.91824,3.45643,2.41602
-35.92081,-2.11764,19.17186,6.76017,3.90751
-34.32560,-1.18097,12.62658,12.30449,1.08500
-31.58139,-3.00219,17.67857,20.73168,4.67593
-28.01564,-8.30435,32.59136,23.31990,15.30101
-20.69450,-12.03615,27.53261,19.66471,23.77386
-2.43725,-2.38461,36.58800,21.01498,37.70821
9.78510,6.78782,28.88294,21.59056,46.25811
9.26822,1.84942,15.12245,17.73583,41.99084
10.86181,0.37257,17.53086,13.42583,38.14094
9.60958,0.27485,9.97893,4.50645,30.20926
-2.88398,-10.95268,10.90659,-3.43698,14.86002
-11.80295,-15.79583,8.31095,-0.31736,5.44351
-6.09677,-11.67080,8.97102,9.46354,5.89609
1.04715,-14.95802,9.45132,10.80595,5.55157
13.50788,-16.08315,-2.11910,10.19717,16.72980
47.51098,-6.44642,12.73439,26.84899,61.27844
86.76362,-4.76957,11.25067,38.09415,115.77448
120.84835,-13.65781,-3.61722,23.47997,159.01228
153.74587,-10.13241,6.27775,17.88097,196.35159
174.91668,4.45490,5.57695,39.17740,222.02205
180.14606,5.72477,7.72331,47.16473,230.29911
171.76600,-0.79982,11.51888,32.36662,219.32611
153.49419,2.29944,24.35667,34.16479,193.81614
129.64193,7.50258,46.48361,46.83058,162.65061
98.56953,7.22735,36.42077,41.69600,127.30173
63.39866,-0.91879,26.71635,25.78701,87.22454
33.39539,-10.58755,17.28657,11.93680,46.37531
16.60600,-7.16247,11.26096,13.73207,20.58720
3.35956,-2.74853,20.77509,28.65648,3.81962
-21.72487,-12.06376,-0.92846,26.57720,-25.65748
-42.34705,-18.26793,-13.04837,12.09779,-46.85016
-42.35195,-9.28207,-0.34971,14.12382,-43.24447
-40.17295,-1.41068,5.63028,21.24324,-40.45545
-51.06821,-6.55206,12.21547,10.29348,-52.04235
-62.30434,-12.92553,4.07659,-4.39215,-67.04604
-64.08909,-13.45594,8.47308,-1.83898,-73.61114
-67.01473,-11.66909,15.40008,3.71423,-74.04956
-67.52260,-9.12547,7.18596,1.08860,-72.33236
-60.38933,-6.88561,13.34262,2.45196,-71.53113
-61.61486,-7.84673,-0.81440,3.79962,-79.57501
-67.15096,-11.46573,-14.98452,-0.86947,-83.42571
-65.86158,-10.00387,-15.81238,-5.23127,-81.42275
-67.06532,-7.48347,-26.17321,-11.99721,-87.61256
-73.25401,-10.31999,-12.77609,-17.65904,-89.70170
-77.48785,-12.44551,-6.14461,-12.56655,-89.74235
-78.34048,-17.58689,-10.39850,-9.19394,-100.18006
-77.90107,-25.49244,-9.04963,-18.43064,-103.86154
-73.59903,-19.78611,-15.56545,-22.33235,-89.79377
-64.43736,-7.12842,-5.41352,-15.91491,-75.81218
-55.49388,-6.02481,-7.39294,-15.96240,-72.24399
-49.00608,-8.76496,-16.20914,-18.44064,-67.70793
-50.54910,-7.49689,-10.08767,-18.78288,-67.97049
-59.30816,-9.19090,-12.28353,-23.04026,-75.43112
-62.09723,-14.81576,-3.09779,-22.68012,-72.23552
-57.77410,-18.46149,-7.42720,-15.12394,-68.77919
-48.61944,-11.96859,-13.71793,-9.62132,-66.97622
-37.22236,0.59827,5.69191,-7.74451,-51.54795
-33.56450,0.09610,2.95664,-6.41027,-42.90432
-35.12527,-7.94189,-5.10462,-10.71268,-51.98989
-39.41281,-6.49636,-14.37141,-24.58282,-59.37234
-44.35163,-8.93573,-20.43730,-29.07223,-55.23907
-38.48259,-16.05405,-6.02768,-18.21663,-47.52805
-25.73131,-4.94172,-8.20562,-14.73300,-41.84694
-16.80551,11.96594,-2.21115,-16.15027,-29.34122
-19.07640,4.31352,0.89733,-15.78991,-23.82328
-33.07389,-15.35029,-16.02833,-26.67077,-37.97546
-38.72662,-16.38017,-11.44838,-31.96604,-41.98497
-29.15567,-7.05072,-9.36957,-13.55528,-30.05122
-28.53897,-10.79692,-10.08863,-1.64836,-32.07243
-43.98280,-18.88765,-15.99884,-14.48229,-49.37507
-47.67862,-12.60639,-23.90976,-19.65724,-53.25204
-36.79885,-4.66772,-6.91318,-11.83586,-43.43924
-37.44535,-10.49666,-10.27494,-19.53141,-47.18579
-40.76347,-15.65468,-13.83437,-28.95619,-53.47013
-31.88523,-9.04993,-3.61133,-21.80850,-45.35642
-22.17590,1.77303,-11.13023,-12.77562,-36.68495
-17.73237,5.66851,-8.51032,-11.41488,-31.27765
-20.49749,-3.23274,-12.46149,-16.88768,-28.35276
-28.99273,-13.76236,-16.91912,-20.62343,-28.82154
-35.42378,-13.83878,-13.29650,-17.61386,-29.69883
-33.13318,-9.72338,-18.66466,-15.24821,-25.43771
-26.27314,-9.64439,-8.57157,-18.97391,-17.60551
-26.75474,-6.74749,-13.27199,-28.10205,-24.22044
-25.66319,3.20103,-19.04618,-33.35424,-30.37186
-13.80081,7.65429,-3.79915,-30.33684,-12.30980
-1.18590,6.69806,-5.73054,-25.00989,6.93149
7.65654,9.11728,-4.60626,-20.30762,12.40239
10.20754,8.32560,-11.91584,-22.72747,13.51898
4.79849,2.84418,-19.59542,-30.66512,10.86337
-4.60684,0.94794,-8.07346,-27.27719,0.73659
-13.47553,0.92366,-13.11449,-15.66669,-8.45079
-15.91738,-3.45544,-9.71425,-17.88101,-8.76455
-13.21680,-6.94146,-7.42104,-29.31433,-12.36168
-11.49971,-2.49043,-12.36761,-28.82278,-16.72828
-13.88084,3.89463,-2.99896,-25.23916,-12.43041
-18.49898,4.27388,-9.81594,-28.82205,-13.42446
-20.07084,-1.80951,-7.29554,-26.50740,-17.95814
-20.54699,-5.30874,-2.98646,-21.01932,-16.40186
-17.96078,2.56967,-8.89870,-17.95261,-14.27726
-10.34803,6.13779,2.47601,-12.64201,-12.78253
-9.47675,-7.89260,-6.12722,-15.30625,-12.86486
-12.82159,-16.33782,-13.83445,-26.96147,-15.20539
-11.08161,-7.11745,-8.36434,-33.78404,-18.13489
-4.55876,2.62134,-11.71226,-34.26329,-16.74136
3.88612,5.56930,-9.42573,-37.45755,-13.00339
-0.38876,0.77274,-26.90865,-49.85612,-22.33586
-13.38624,-5.51826,-35.54481,-58.08367,-29.89250
-5.29497,-0.03130,-21.59163,-40.36150,-10.35665
25.48768,13.37981,-11.84578,-2.65006,22.67983
41.87347,18.02203,3.45637,14.21397,39.01551
28.87466,10.13723,-6.16756,-3.94475,30.34707
21.52359,4.93260,-8.63705,-10.27543,26.79225
30.72641,10.71377,7.73682,6.70011,37.71388
30.94563,13.59923,-1.21452,9.97594,38.34891
24.96597,6.20256,1.86478,2.82873,32.44937
26.23331,7.48717,6.41804,6.05947,32.06793
27.91415,15.41022,3.30095,12.82026,33.54169
23.11401,9.52323,5.01339,9.68772,30.01357
19.58930,7.08227,-1.99551,5.51716,23.14138
20.68054,19.32285,6.71218,13.21166,22.25069
16.21273,17.15412,2.75093,15.93231,20.79469
9.42554,-3.00965,-7.53825,0.93618,15.91715
10.85786,-1.89879,6.70687,-6.62067,15.76323
16.09449,19.34548,11.40876,10.04824,17.46469
17.29458,19.94180,19.16358,21.22649,17.70889
14.90561,8.45977,16.21774,11.42603,15.90821
15.55913,7.87955,3.70514,9.13595,12.74576
16.96490,6.80070,7.17523,14.61397,7.98390
12.80158,1.18408,-1.63119,10.55837,2.23883
8.62240,-4.74303,-0.90758,7.71917,1.09334
9.03577,-8.82136,-1.51203,8.27350,1.83853
17.37078,-3.61707,-9.04046,10.36245,5.31504
22.53124,0.19781,-0.45716,11.30692,4.79348
9.81378,-11.04325,-16.30045,-2.00689,-9.42184
4.25967,-17.45085,-21.33159,-9.46026,-11.71667
16.62191,-8.51755,-5.48861,3.16891,-0.33297
18.92663,-7.41000,-5.58160,4.52633,-3.02672
8.65645,-15.07366,-1.04094,-2.98438,-10.31216
5.96321,-13.78242,-5.36152,12.99535,-6.94190
13.63994,-8.47659,-2.69774,31.74566,0.25369
14.60567,-9.83445,1.98843,22.46232,-1.97735
5.26060,-11.45615,-7.47045,14.04159,-9.54972
-0.11650,-8.93299,-1.50111,23.29473,-7.66258
-3.94718,-14.60817,-16.58692,17.38520,-9.49039
-6.86921,-24.29533,-28.79124,1.92859,-18.45912
2.40733,-21.03795,-10.96780,5.88552,-15.27600
10.46279,-15.99028,-9.33130,13.23603,-8.38453
6.09845,-20.11590,-3.90479,12.17617,-8.13162
6.94785,-18.82807,5.05580,17.60605,-3.32680
14.46369,-13.93274,10.60471,22.26316,4.00053
10.64120,-16.47455,7.03203,11.31417,0.87388
5.26125,-17.50077,-11.60776,0.77419,-2.09524
13.61421,-14.46668,-2.86053,3.79392,6.27189
17.27718,-11.88093,0.34104,6.96516,6.36077
9.62224,-13.29276,-8.19653,6.94490,-1.89632
7.27930,-19.78478,-4.15070,9.94456,-1.35929
12.73592,-21.07905,-11.93723,11.65972,0.41485
18.70110,-12.35599,-2.49341,9.52068,-0.91911
15.89441,-6.67746,1.66443,8.84475,-6.14083
11.76312,-14.15406,-9.85644,17.14158,-11.20616
20.41713,-20.02665,-1.46607,23.36995,-6.02258
28.04558,-13.89402,-3.03450,14.40887,-0.41928
26.54920,-8.02557,-1.87162,8.06748,1.24584
25.82617,-8.64097,-1.62797,9.18880,3.98407
25.21113,-11.63066,-10.17218,1.07257,6.04155
18.43417,-16.07805,-4.11654,-7.71733,5.59378
11.13308,-16.46786,-1.51950,-1.41892,4.85229
15.81685,-8.07905,17.66883,10.91350,11.95001
22.16323,-1.51983,24.74813,12.72654,16.81827
16.98917,-2.58175,4.87652,8.58782,10.60188
9.76317,-3.73276,12.59920,9.77414,5.44326
9.37090,-1.67465,14.78278,15.79083,3.85664
18.95735,1.02864,13.15659,22.36115,8.99123
27.55265,2.22269,14.05906,16.77865,14.87869
26.91454,4.24705,2.55758,5.82774,16.46902
34.99712,12.07756,15.71967,14.25820,34.39486
54.28710,18.02406,24.00509,30.30415,60.14478
65.36730,15.15319,28.61375,38.12997,70.21200
63.42091,16.24438,44.24922,47.97926,72.83684
56.21237,20.84021,43.86050,57.57879,77.57873
47.74172,16.39090,44.87318,55.33578,74.68411
41.85351,11.66146,33.93015,47.95219,61.47047
41.70793,12.93421,27.32570,46.60530,54.97906
34.64534,10.87870,30.42817,41.03867,50.36568
15.59837,2.57517,9.76574,25.70870,34.15178
3.20067,-2.84365,5.03381,18.53602,21.99839
4.40015,5.01807,8.80992,23.41522,20.81225
11.09266,17.35768,12.16971,28.84563,25.28923
12.02480,17.95752,21.75867,31.52988,30.60997
4.29433,10.39326,12.97370,31.47014,28.28604
2.05294,8.25848,20.44409,28.71057,24.45580
4.72483,12.72384,26.72308,25.96763,24.49934
1.17653,13.73351,16.25044,21.78657,23.65818
